ID,State,County,Rainfall Type,1-Yr,2-YR,5-YR,10-YR,25-YR,50-YR,100-YR,200-YR,500-YR,1000-YR
2181,FL,Okeechobee_Co South MSE4,MSE4,3.49,4.06,5.07,5.98,7.33,8.46,9.66,10.95,12.77,14.23
2182,FL,Orange_Co East MSE5,MSE5,3.88,4.48,5.62,6.75,8.55,10.14,11.9,13.87,16.74,19.12
2183,FL,Orange_Co West MSE4,MSE4,3.82,4.32,5.27,6.19,7.67,8.96,10.39,11.98,14.3,16.22
2184,FL,Osceloa_Co East MSE5,MSE5,3.83,4.45,5.64,6.78,8.57,10.14,11.86,13.77,16.54,18.82
2185,FL,Osceloa_Co West MSE5,MSE5,3.81,4.36,5.39,6.4,8,9.41,10.96,12.69,15.2,17.28
2186,FL,Palm Beach_Co  East 1 MSE6,MSE6,4.61,5.55,7.29,8.91,11.41,13.55,15.88,18.43,22.09,25.08
2187,FL,Palm Beach_Co East 2 MSE6,MSE6,4.25,5.04,6.54,7.97,10.21,12.17,14.31,16.68,20.12,22.95
2188,FL,Palm Beach_Co West 1 MSE5,MSE5,3.83,4.47,5.64,6.73,8.41,9.84,11.38,13.07,15.49,17.47
2189,FL,Palm Beach_Co West 2 MSE5,MSE5,4.02,4.72,6.03,7.28,9.22,10.89,12.73,14.75,17.68,20.08
2190,FL,Pasco_Co East MSE5,MSE5,3.98,4.5,5.56,6.63,8.4,9.99,11.78,13.8,16.79,19.28
2191,FL,Pasco_Co West MSE6,MSE6,4.08,4.64,5.81,7,8.97,10.75,12.76,15.03,18.4,21.22
2192,FL,Pinellas_Co East MSE6,MSE6,4.18,4.71,5.85,7.05,9.05,10.89,12.98,15.36,18.9,21.88
2193,FL,Pinellas_Co West MSE6,MSE6,4.14,4.73,5.96,7.22,9.33,11.25,13.43,15.89,19.56,22.63
2194,FL,Polk_Co East MSE5,MSE5,3.7,4.21,5.19,6.14,7.65,8.97,10.44,12.07,14.45,16.42
2195,FL,Polk_Co West MSE5,MSE5,3.78,4.24,5.19,6.16,7.74,9.17,10.78,12.59,15.27,17.52
2196,FL,Putman_Co MSE4,MSE4,3.9,4.39,5.34,6.25,7.69,8.95,10.33,11.87,14.1,15.94
2197,FL,Santa Rose_Co North MSE6,MSE6,4.91,5.66,7.14,8.61,10.99,13.11,15.47,18.12,22.01,25.25
2198,FL,Santa Rose_Co South MSE6,MSE6,4.99,5.86,7.51,9.12,11.67,13.9,16.37,19.11,23.11,26.41
2199,FL,Sarasota_Co North MSE5,MSE5,4.15,4.71,5.8,6.86,8.56,10.06,11.73,13.59,16.3,18.55
2200,FL,Sarasota_Co South MSE5,MSE5,4,4.58,5.66,6.7,8.32,9.73,11.27,12.97,15.44,17.46
2201,FL,Seminole_Co East MSE5,MSE5,3.81,4.41,5.57,6.68,8.45,10,11.71,13.61,16.37,18.65
2202,FL,Seminole_Co West MSE4,MSE4,3.79,4.28,5.25,6.21,7.74,9.1,10.61,12.29,14.76,16.81
2203,FL,St. Johns_Co East MSE5,MSE5,3.91,4.54,5.74,6.89,8.7,10.27,12,13.91,16.69,18.97
2204,FL,St. Johns_Co West MSE5,MSE5,3.86,4.44,5.54,6.58,8.22,9.65,11.21,12.94,15.44,17.49
2205,FL,St. Lucie_Co Central MSE5,MSE5,3.79,4.49,5.7,6.79,8.4,9.73,11.14,12.65,14.78,16.48
2206,FL,St. Lucie_Co East MSE5,MSE5,3.88,4.62,5.94,7.13,8.92,10.41,12,13.72,16.15,18.11
2207,FL,St. Lucie_Co West MSE4,MSE4,3.53,4.13,5.2,6.15,7.58,8.77,10.03,11.38,13.3,14.83
2208,FL,Sumter_Co MSE5,MSE5,3.8,4.23,5.15,6.11,7.72,9.19,10.87,12.78,15.61,18
2209,FL,Suwannee_Co MSE5,MSE5,3.88,4.48,5.56,6.55,8.04,9.3,10.65,12.12,14.2,15.88
2210,FL,Taylor_Co North MSE5,MSE5,4.11,4.79,6.03,7.19,8.97,10.49,12.14,13.95,16.54,18.65
2211,FL,Taylor_Co South MSE5,MSE5,4.38,5.06,6.37,7.64,9.65,11.41,13.35,15.51,18.64,21.24
2212,FL,Union_Co MSE4,MSE4,3.74,4.23,5.14,6,7.34,8.49,9.74,11.12,13.11,14.73
2213,FL,Volusia_Co East MSE5,MSE5,3.92,4.62,5.92,7.15,9.06,10.71,12.51,14.49,17.35,19.7
2214,FL,Volusia_Co West MSE5,MSE5,3.92,4.45,5.49,6.52,8.18,9.64,11.27,13.09,15.76,17.97
2215,FL,Wakulla_Co MSE5,MSE5,4.5,5.25,6.66,7.99,10.06,11.86,13.82,15.98,19.11,21.67
2216,FL,Walton_Co Central MSE6,MSE6,4.67,5.4,6.79,8.14,10.29,12.19,14.28,16.61,20,22.82
2217,FL,Walton_Co East MSE6,MSE6,4.6,5.29,6.59,7.84,9.84,11.57,13.49,15.62,18.72,21.27
2218,FL,Walton_Co West MSE6,MSE6,4.88,5.68,7.19,8.64,10.95,12.96,15.18,17.64,21.22,24.18
2219,FL,Washington_Co North MSE5,MSE5,4.33,4.98,6.21,7.37,9.19,10.76,12.48,14.38,17.12,19.37
2220,FL,Washington_Co South MSE6,MSE6,4.51,5.25,6.6,7.86,9.8,11.46,13.26,15.23,18.07,20.38
2160,GA,Appling-Co MSE4,MSE4,3.41,3.87,4.7,5.45,6.58,7.53,8.55,9.65,11.22,12.48
2161,GA,AtkinsonCo MSE4,MSE4,3.44,3.98,4.87,5.63,6.7,7.54,8.39,9.27,10.46,11.37
2162,GA,Bacon_Co MSE4,MSE4,3.44,3.95,4.81,5.54,6.6,7.45,8.32,9.23,10.49,11.47
2163,GA,Baker_Co MSE5,MSE5,3.57,4.13,5.1,5.95,7.19,8.2,9.26,10.38,11.95,13.19
2164,GA,Baldwin_Co MSE4,MSE4,3.18,3.65,4.43,5.11,6.09,6.87,7.69,8.55,9.73,10.65
2165,GA,Banks_Co MSE5,MSE5,3.46,3.9,4.67,5.35,6.33,7.14,7.99,8.9,10.15,11.15
2166,GA,Barrow_Co MSE5,MSE5,3.31,3.75,4.5,5.14,6.05,6.78,7.52,8.3,9.36,10.18
2167,GA,Bartow_Co MSE4,MSE4,3.35,3.81,4.57,5.2,6.09,6.78,7.48,8.2,9.15,9.89
2168,GA,Ben Hill_Co MSE4,MSE4,3.34,3.85,4.7,5.43,6.46,7.27,8.11,8.98,10.16,11.07
2169,GA,Berrien_Co MSE4,MSE4,3.32,3.89,4.83,5.62,6.73,7.6,8.48,9.38,10.6,11.53
2170,GA,Bibb_Co MSE4,MSE4,3.3,3.74,4.54,5.26,6.33,7.24,8.2,9.24,10.71,11.89
2171,GA,Bleckley_Co MSE4,MSE4,3.31,3.75,4.52,5.2,6.18,6.98,7.82,8.71,9.94,10.92
2172,GA,Brantley_Co East MSE4,MSE4,3.89,4.46,5.46,6.37,7.71,8.84,10.03,11.31,13.12,14.58
2173,GA,Brantley_Co West MSE4,MSE4,3.6,4.14,5.08,5.92,7.15,8.17,9.24,10.39,12,13.29
2174,GA,Brooks_Co North MSE5,MSE5,3.67,4.3,5.36,6.28,7.57,8.61,9.67,10.78,12.29,13.48
2175,GA,Brooks_Co South MSE5,MSE5,3.81,4.47,5.61,6.6,8.01,9.15,10.33,11.57,13.27,14.6
2176,GA,Bryan_Co East MSE4,MSE4,3.76,4.49,5.79,6.98,8.76,10.26,11.87,13.6,16.07,18.05
2177,GA,Bryan_Co West MSE4,MSE4,3.57,4.1,5.07,6,7.44,8.69,10.05,11.55,13.72,15.5
2178,GA,Bulloch_Co MSE4,MSE4,3.38,3.81,4.64,5.44,6.69,7.78,8.97,10.29,12.22,13.8
2179,GA,Burke_Co MSE3,MSE3,3.24,3.62,4.34,5.03,6.12,7.08,8.14,9.31,11.02,12.43
2180,GA,Butts_Co MSE5,MSE5,3.29,3.77,4.58,5.29,6.32,7.15,8.02,8.94,10.2,11.2
2181,GA,Calhoun_Co MSE5,MSE5,3.53,4.08,5.05,5.91,7.19,8.25,9.37,10.57,12.26,13.62
2182,GA,Camden_Co East MSE5,MSE5,4.04,4.79,6.14,7.38,9.27,10.88,12.6,14.48,17.16,19.33
2183,GA,Camden_Co West MSE5,MSE5,3.98,4.64,5.83,6.92,8.58,9.97,11.48,13.11,15.44,17.33
2184,GA,Candler_Co MSE4,MSE4,3.4,3.83,4.64,5.39,6.57,7.59,8.7,9.92,11.69,13.13
2185,GA,Carroll_Co MSE5,MSE5,3.48,3.95,4.73,5.4,6.34,7.09,7.86,8.66,9.74,10.59
2186,GA,Catoosa_Co MSE5,MSE5,3.26,3.78,4.65,5.39,6.44,7.27,8.12,9.01,10.21,11.14
2187,GA,Charlton_Co MSE4,MSE4,3.84,4.46,5.56,6.57,8.1,9.39,10.77,12.27,14.4,16.12
2188,GA,Chatham_Co East MSE5,MSE5,3.83,4.52,5.77,6.92,8.64,10.1,11.66,13.35,15.76,17.7
2189,GA,Chatham_Co West MSE5,MSE5,3.69,4.3,5.42,6.45,8.02,9.36,10.81,12.39,14.66,16.5
2190,GA,Chattahoochee_Co MSE5,MSE5,3.49,4.07,5.08,5.97,7.27,8.34,9.45,10.64,12.29,13.61
2191,GA,Chattooga_Co MSE5,MSE5,3.47,3.99,4.86,5.59,6.63,7.44,8.27,9.13,10.29,11.18
2192,GA,Cherokee_Co MSE4,MSE4,3.4,3.87,4.64,5.27,6.16,6.84,7.53,8.23,9.17,9.88
2193,GA,Clarke_Co MSE5,MSE5,3.27,3.73,4.54,5.24,6.27,7.12,8,8.94,10.24,11.28
2194,GA,Clay_Co MSE5,MSE5,3.67,4.26,5.33,6.33,7.84,9.13,10.51,12.02,14.18,15.93
2195,GA,Clayton_Co MSE5,MSE5,3.33,3.78,4.56,5.24,6.24,7.06,7.91,8.82,10.08,11.09
2196,GA,Clinch_Co MSE4,MSE4,3.54,4.08,4.99,5.79,6.95,7.89,8.87,9.9,11.34,12.46
2197,GA,Cobb_Co MSE4,MSE4,3.38,3.82,4.57,5.21,6.12,6.84,7.58,8.35,9.39,10.21
2198,GA,Coffee_Co MSE4,MSE4,3.41,3.94,4.83,5.58,6.63,7.46,8.3,9.17,10.34,11.25
2199,GA,Colquitt_Co MSE5,MSE5,3.52,4.07,5.01,5.82,6.99,7.93,8.9,9.92,11.33,12.43
2200,GA,Columbia_Co MSE4,MSE4,3.22,3.65,4.43,5.15,6.24,7.16,8.15,9.23,10.77,12.01
2201,GA,Cook_Co MSE5,MSE5,3.45,4.03,5,5.82,6.98,7.89,8.82,9.78,11.07,12.07
2202,GA,Coweta _Co MSE5,MSE5,3.38,3.85,4.66,5.37,6.41,7.27,8.16,9.11,10.43,11.48
2203,GA,Crawford _Co MSE4,MSE4,3.41,3.9,4.76,5.55,6.74,7.74,8.8,9.95,11.58,12.9
2204,GA,Crisp _Co MSE4,MSE4,3.3,3.8,4.67,5.42,6.53,7.43,8.38,9.39,10.79,11.9
2205,GA,Dade _Co MSE5,MSE5,3.32,3.89,4.85,5.68,6.88,7.84,8.83,9.88,11.31,12.44
2206,GA,Dawson _Co MSE5,MSE5,3.69,4.22,5.07,5.77,6.73,7.46,8.19,8.92,9.88,10.59
2207,GA,Decatur _Co North MSE5,MSE5,3.68,4.25,5.27,6.2,7.61,8.79,10.06,11.43,13.38,14.96
2208,GA,Decatur_Co South MSE5,MSE5,3.84,4.43,5.52,6.52,8.04,9.33,10.72,12.23,14.4,16.15
2209,GA,DeKalb _Co MSE5,MSE5,3.27,3.69,4.42,5.05,5.96,6.71,7.48,8.3,9.43,10.33
2210,GA,Dodge _Co MSE3,MSE3,3.32,3.77,4.55,5.22,6.2,6.98,7.8,8.66,9.85,10.79
2211,GA,Dooly _Co MSE4,MSE4,3.31,3.8,4.65,5.42,6.57,7.52,8.53,9.62,11.15,12.38
2212,GA,Dougherty _Co MSE5,MSE5,3.48,4.01,4.91,5.69,6.82,7.74,8.7,9.71,11.11,12.21
2213,GA,Douglas _Co MSE5,MSE5,3.45,3.94,4.75,5.44,6.41,7.17,7.95,8.76,9.85,10.7
2214,GA,Early_Co East MSE5,MSE5,3.66,4.27,5.34,6.3,7.71,8.87,10.1,11.42,13.27,14.74
2215,GA,Early_Co West MSE5,MSE5,3.8,4.45,5.61,6.66,8.23,9.54,10.93,12.43,14.56,16.27
2216,GA,Echols _Co MSE4,MSE4,3.65,4.22,5.2,6.06,7.31,8.32,9.38,10.5,12.05,13.28
2217,GA,Effingham_Co North MSE4,MSE4,3.49,3.97,4.87,5.71,7.03,8.16,9.4,10.76,12.72,14.33
2218,GA,Effingham_Co South MSE4,MSE4,3.61,4.17,5.19,6.13,7.58,8.8,10.13,11.58,13.65,15.33
2219,GA,Elbert _Co MSE5,MSE5,3.21,3.64,4.45,5.2,6.37,7.37,8.46,9.66,11.38,12.79
2220,GA,Emanuel _Co MSE3,MSE3,3.36,3.75,4.49,5.19,6.29,7.24,8.27,9.41,11.07,12.43
2221,GA,Evans _Co MSE4,MSE4,3.44,3.86,4.67,5.45,6.7,7.79,9,10.35,12.31,13.94
2222,GA,Fannin_Co North MSE5,MSE5,3.4,3.86,4.61,5.24,6.12,6.81,7.5,8.21,9.16,9.89
2223,GA,Fannin_Co South MSE5,MSE5,3.76,4.26,5.09,5.79,6.76,7.52,8.29,9.07,10.12,10.93
2224,GA,Fayette _Co MSE5,MSE5,3.36,3.84,4.66,5.38,6.44,7.3,8.21,9.18,10.52,11.59
2225,GA,Floyd _Co MSE5,MSE5,3.32,3.8,4.6,5.28,6.23,6.97,7.73,8.51,9.56,10.37
2226,GA,Forsythe _Co MSE5,MSE5,3.4,3.87,4.63,5.27,6.15,6.84,7.53,8.23,9.17,9.89
2227,GA,Franklin _Co MSE5,MSE5,3.32,3.79,4.62,5.37,6.49,7.43,8.44,9.53,11.07,12.31
2228,GA,Fulton _Co MSE5,MSE5,3.32,3.74,4.46,5.11,6.05,6.82,7.64,8.5,9.71,10.67
2229,GA,Gilmer _Co MSE5,MSE5,3.63,4.14,4.98,5.67,6.62,7.34,8.06,8.79,9.74,10.46
2230,GA,Glascock _Co MSE4,MSE4,3.21,3.65,4.43,5.14,6.2,7.08,8.03,9.05,10.49,11.66
2231,GA,Glynn_Co East MSE5,MSE5,4.13,4.87,6.21,7.44,9.32,10.92,12.64,14.51,17.19,19.36
2232,GA,Glynn_Co West MSE5,MSE5,3.94,4.59,5.75,6.8,8.39,9.71,11.13,12.67,14.84,16.6
2233,GA,Gordon _Co MSE5,MSE5,3.28,3.76,4.54,5.19,6.09,6.79,7.49,8.21,9.16,9.88
2234,GA,Grady_Co North MSE5,MSE5,3.65,4.24,5.27,6.19,7.55,8.68,9.87,11.15,12.94,14.37
2235,GA,Grady_Co South MSE5,MSE5,3.73,4.35,5.46,6.47,8,9.28,10.65,12.13,14.24,15.95
2236,GA,Greene _Co MSE5,MSE5,3.19,3.66,4.48,5.18,6.21,7.04,7.9,8.81,10.07,11.06
2237,GA,Gwinnett _Co MSE5,MSE5,3.3,3.73,4.47,5.09,5.97,6.67,7.39,8.13,9.15,9.93
2238,GA,Habersham_Co North MSE6,MSE6,3.85,4.45,5.47,6.38,7.72,8.82,9.99,11.22,12.96,14.34
2239,GA,Habersham_Co South MSE6,MSE6,3.76,4.28,5.17,5.93,7.03,7.9,8.81,9.76,11.06,12.07
2240,GA,Hall _Co MSE5,MSE5,3.48,3.94,4.7,5.35,6.26,6.97,7.7,8.45,9.47,10.25
2241,GA,Hancock _Co MSE4,MSE4,3.16,3.61,4.38,5.05,6.05,6.86,7.71,9.81,11.25,12.4
2242,GA,Haralson _Co MSE4,MSE4,3.43,3.87,4.61,5.24,6.15,6.87,7.62,8.4,9.47,10.31
2243,GA,Harris _Co MSE5,MSE5,3.47,4.01,4.91,5.67,6.75,7.59,8.46,9.36,10.56,11.5
2244,GA,Hart _Co MSE5,MSE5,3.25,3.72,4.55,5.32,6.49,7.48,8.55,9.71,11.36,12.7
2245,GA,Heard _Co MSE5,MSE5,3.47,3.95,4.76,5.44,6.4,7.16,7.94,8.74,9.83,10.67
2246,GA,Henry _Co MSE5,MSE5,3.32,3.79,4.6,5.3,6.31,7.12,7.97,8.86,10.09,11.06
2247,GA,Houston _Co MSE4,MSE4,3.33,3.81,4.64,5.39,6.51,7.45,8.44,9.51,11.01,12.22
2248,GA,Irwin _Co MSE4,MSE4,3.33,3.86,4.75,5.49,6.53,7.34,8.17,9.02,10.15,11.03
2249,GA,Jackson _Co MSE5,MSE5,3.35,3.79,4.55,5.2,6.15,6.91,7.7,8.53,9.68,10.58
2250,GA,Jasper _Co MSE5,MSE5,3.21,3.68,4.48,5.17,6.16,6.96,7.78,8.64,9.83,10.76
2251,GA,Jeff Davis _Co MSE4,MSE4,3.41,3.9,4.72,5.44,6.47,7.3,8.16,9.06,10.3,11.27
2252,GA,Jefferson _Co MSE4,MSE4,3.23,3.65,4.44,5.17,6.3,7.25,8.29,9.43,11.05,12.38
2255,GA,Jenkins _Co MSE3,MSE3,3.24,3.61,4.34,5.05,6.18,7.18,8.29,9.53,11.33,12.83
2256,GA,Johnson _Co MSE3,MSE3,3.32,3.74,4.49,5.16,6.17,7,7.9,8.86,10.22,11.32
2257,GA,Jones _Co MSE4,MSE4,3.24,3.71,4.51,5.21,6.23,7.06,7.92,8.83,10.09,11.09
2253,GA,Lamar _Co MSE5,MSE5,3.38,3.86,4.7,5.45,6.55,7.47,8.44,9.48,10.94,12.1
2254,GA,Lanier _Co MSE4,MSE4,3.44,4.02,4.99,5.81,6.97,7.88,8.82,9.79,11.11,12.13
2258,GA,Laurens _Co MSE3,MSE3,3.33,3.75,4.48,5.12,6.06,6.82,7.62,8.47,9.64,10.57
2259,GA,Lee _Co MSE5,MSE5,3.4,3.94,4.86,5.66,6.83,7.78,8.78,9.83,11.3,12.46
2260,GA,Liberty_Co East MSE5,MSE5,3.8,4.54,5.88,7.1,8.94,10.48,12.13,13.91,16.45,18.5
2261,GA,Liberty_Co West MSE5,MSE5,3.74,4.3,5.35,6.35,7.92,9.29,10.8,12.47,14.89,16.88
2262,GA,Lincoln _Co MSE4,MSE4,3.17,3.56,4.3,5,6.12,7.1,8.17,9.36,11.09,12.52
2263,GA,Long_Co East MSE4,MSE4,3.64,4.18,5.17,6.12,7.59,8.86,10.25,11.78,13.98,15.79
2264,GA,Long_Co West MSE4,MSE4,3.55,4,4.88,5.73,7.09,8.28,9.59,11.06,13.19,14.96
2265,GA,Lowndes _Co MSE5,MSE5,3.56,4.18,5.21,6.11,7.39,8.41,9.46,10.56,12.07,13.25
2266,GA,Lumpkin _Co MSE5,MSE5,3.78,4.27,5.1,5.81,6.82,7.62,8.44,9.3,10.48,11.39
2267,GA,Macon _Co MSE5,MSE5,3.38,3.88,4.78,5.6,6.83,7.87,8.99,10.21,11.93,13.32
2268,GA,Madison _Co MSE5,MSE5,3.27,3.74,4.56,5.3,6.4,7.31,8.28,9.32,10.79,11.97
2269,GA,Marion _Co MSE5,MSE5,3.46,4.01,4.97,5.83,7.11,8.16,9.28,10.48,12.16,13.51
2270,GA,McDuffie _Co MSE4,MSE4,3.21,3.65,4.44,5.16,6.25,7.16,8.14,9.2,10.71,11.92
2271,GA,McIntosh_Co East MSE5,MSE5,3.88,4.58,5.87,7.07,8.92,10.5,12.22,14.1,16.79,18.99
2272,GA,McIntosh_Co West MSE5,MSE5,3.78,4.43,5.61,6.7,8.36,9.78,11.31,12.97,15.35,17.29
2273,GA,Meriwether _Co MSE5,MSE5,3.4,3.89,4.75,5.51,6.62,7.53,8.48,9.49,10.9,12.02
2274,GA,Miller _Co MSE5,MSE5,3.67,4.25,5.28,6.22,7.63,8.82,10.1,11.48,13.45,15.03
2275,GA,Mitchell _Co MSE5,MSE5,3.59,4.14,5.08,5.91,7.1,8.08,9.1,10.18,11.68,12.86
2276,GA,Monroe _Co MSE4,MSE4,3.34,3.81,4.63,5.36,6.45,7.35,8.3,9.32,10.75,11.89
2277,GA,Montgomery _Co MSE3,MSE3,3.32,3.73,4.46,5.14,6.18,7.05,8,9.03,10.5,11.69
2278,GA,Morgan _Co MSE5,MSE5,3.2,3.67,4.47,5.15,6.13,6.91,7.71,8.55,9.7,10.59
2279,GA,Murray _Co MSE5,MSE5,3.2,3.71,4.53,5.22,6.16,6.89,7.61,8.35,9.31,10.05
2280,GA,Muscogee _Co MSE5,MSE5,3.46,4.01,4.93,5.73,6.87,7.79,8.74,9.73,11.1,12.16
2281,GA,Newton _Co MSE5,MSE5,3.24,3.7,4.49,5.16,6.13,6.9,7.7,8.54,9.68,10.57
2282,GA,Oconee _Co MSE5,MSE5,3.24,3.7,4.49,5.18,6.18,6.98,7.82,8.7,9.92,10.89
2283,GA,Oglethorpe _Co MSE5,MSE5,3.21,3.68,4.51,5.26,6.36,7.28,8.26,9.31,10.79,11.97
2284,GA,Paulding _Co MSE5,MSE5,3.43,3.92,4.71,5.38,6.3,7.02,7.74,8.48,9.46,10.21
2285,GA,Peach _Co MSE4,MSE4,3.37,3.87,4.75,5.54,6.72,7.7,8.75,9.88,11.47,12.74
2286,GA,Pickens _Co MSE5,MSE5,3.5,4,4.81,5.48,6.39,7.1,7.79,9.78,10.82,11.61
2287,GA,Pierce _Co MSE4,MSE4,3.46,3.95,4.79,5.53,6.59,7.45,8.35,9.3,10.62,11.66
2288,GA,Pike _Co MSE5,MSE5,3.39,3.87,4.72,5.49,6.62,7.56,8.56,9.63,11.14,12.35
2289,GA,Polk _Co MSE4,MSE4,3.33,3.76,4.49,5.12,6.03,6.76,7.51,8.3,9.39,10.24
2290,GA,Pulaski _Co MSE4,MSE4,3.31,3.77,4.58,5.3,6.35,7.21,8.11,9.07,10.41,11.48
2291,GA,Putnam _Co MSE5,MSE5,3.18,3.65,4.46,5.15,6.14,6.93,7.74,8.59,9.75,10.65
2292,GA,Quitman _Co MSE5,MSE5,3.62,4.25,5.37,6.38,7.92,9.21,10.59,12.09,14.21,15.93
2293,GA,Rabun _Co MSE6,MSE6,4.07,4.67,5.75,6.73,8.22,9.47,10.82,12.28,14.36,16.04
2294,GA,Randolph _Co MSE5,MSE5,3.53,4.13,5.18,6.12,7.52,8.68,9.9,11.21,13.06,14.53
2295,GA,Richmond _Co MSE3,MSE3,3.14,3.52,4.23,4.92,6,6.94,7.97,9.11,10.78,12.14
2296,GA,Rockdale _Co MSE5,MSE5,3.27,3.72,4.49,5.15,6.1,6.86,7.65,8.48,9.62,10.51
2297,GA,Schley _Co MSE5,MSE5,3.44,3.98,4.93,5.79,7.06,8.12,9.24,10.45,12.16,13.53
2298,GA,Screven _Co MSE3,MSE3,3.32,3.72,4.47,5.2,6.34,7.34,8.44,9.66,11.43,12.89
2299,GA,Seminole _Co MSE5,MSE5,3.79,4.37,5.44,6.43,7.96,9.26,10.68,12.23,14.46,16.27
2300,GA,Spalding _Co MSE5,MSE5,3.38,3.87,4.7,5.44,6.53,7.41,8.34,9.33,10.71,11.8
2301,GA,Stephens _Co MSE5,MSE5,3.54,4.06,4.97,5.78,6.97,7.96,9,10.11,11.67,12.92
2302,GA,Stewart _Co MSE5,MSE5,3.53,4.17,5.28,6.25,7.66,8.81,10.02,11.3,13.07,14.48
2303,GA,Sumter _Co MSE5,MSE5,3.42,3.96,4.9,5.75,6.99,8.02,9.1,10.26,11.89,13.19
2304,GA,Talbot _Co MSE5,MSE5,3.42,3.9,4.76,5.54,6.72,7.71,8.77,9.92,11.55,12.87
2305,GA,Taliaferro _Co MSE5,MSE5,3.18,3.63,4.43,5.14,6.2,7.08,8.01,9.01,10.42,11.55
2306,GA,Tatnall _Co MSE4,MSE4,3.47,3.9,4.73,5.53,6.79,7.89,9.1,10.44,12.4,14.01
2307,GA,Taylor _Co MSE5,MSE5,3.45,3.95,4.86,5.68,6.91,7.95,9.06,10.26,11.97,13.34
2308,GA,Telfair _Co MSE4,MSE4,3.35,3.83,4.63,5.33,6.31,7.1,7.91,8.76,9.91,10.81
2309,GA,Terrell _Co MSE5,MSE5,3.45,4,4.95,5.8,7.04,8.07,9.15,10.3,11.91,13.2
2310,GA,Thomas_Co North MSE5,MSE5,3.68,4.28,5.32,6.23,7.56,8.64,9.78,10.99,12.66,14
2311,GA,Thomas_Co South MSE5,MSE5,3.8,4.44,5.56,6.56,8.04,9.27,10.58,11.98,13.95,15.52
2312,GA,Tift _Co MSE4,MSE4,3.39,3.92,4.8,5.55,6.59,7.42,8.26,9.13,10.3,11.2
2313,GA,Toombs MSE4,MSE4,3.39,3.81,4.59,5.32,6.45,7.41,8.46,9.61,11.27,12.62
2314,GA,Towns_Co Northwest MSE6,MSE6,3.08,3.51,4.25,4.91,5.89,6.69,7.54,8.45,9.72,10.74
2315,GA,Towns_Co Southeast MSE6,MSE6,3.83,4.37,5.35,6.24,7.59,8.71,9.92,11.23,13.08,14.58
2316,GA,Treutien _Co MSE3,MSE3,3.33,3.74,4.47,5.13,6.14,6.99,7.9,8.89,10.3,11.44
2317,GA,Troup _Co MSE5,MSE5,3.49,4.01,4.87,5.59,6.59,7.37,8.15,8.95,10.02,10.84
2318,GA,Turner _Co MSE4,MSE4,3.37,3.88,4.75,5.49,6.54,7.37,8.23,9.13,10.35,11.3
2319,GA,Twiggs _Co MSE4,MSE4,3.27,3.71,4.49,5.18,6.19,7.02,7.89,8.82,10.12,11.15
2320,GA,Union _Co MSE5,MSE5,3.34,3.8,4.57,5.2,6.08,6.75,7.43,8.12,9.03,9.72
2321,GA,Upson _Co MSE5,MSE5,3.42,3.89,4.74,5.52,6.69,7.67,8.73,9.88,11.5,12.82
2322,GA,Walker _Co MSE5,MSE5,3.29,3.86,4.82,5.62,6.77,7.67,8.6,9.56,10.86,11.87
2323,GA,Walton _Co MSE5,MSE5,3.26,3.72,4.49,5.15,6.08,6.83,7.59,8.39,9.47,10.32
2324,GA,Ware _Co MSE4,MSE4,3.46,3.98,4.87,5.63,6.72,7.59,8.49,9.43,10.73,11.74
2325,GA,Warren _Co MSE4,MSE4,3.19,3.63,4.41,5.12,6.17,7.05,7.99,9,10.43,11.58
2326,GA,Washington _Co MSE4,MSE4,3.26,3.72,4.51,5.2,6.21,7.03,7.89,8.8,10.06,11.07
2327,GA,Wayne_Co East MSE4,MSE4,3.68,4.21,5.17,6.05,7.39,8.53,9.75,11.08,12.98,14.53
2328,GA,Wayne_Co West MSE4,MSE4,3.55,4.03,4.89,5.68,6.88,7.89,8.97,10.14,11.82,13.17
2329,GA,Webster _Co MSE5,MSE5,3.5,4.1,5.14,6.05,7.39,8.49,9.64,10.86,12.57,13.92
2330,GA,Wheeler _Co MSE3,MSE3,3.31,3.73,4.47,5.13,6.11,6.92,7.78,8.7,9.99,11.02
2331,GA,White_Co North MSE6,MSE6,4.15,4.72,5.7,6.57,7.85,8.89,9.99,11.16,12.79,14.08
2332,GA,White_Co South MSE6,MSE6,3.85,4.38,5.25,6,7.04,7.86,8.69,9.55,10.72,11.62
2333,GA,Whitfield _Co MSE5,MSE5,3.24,3.74,4.56,5.26,6.22,6.97,7.73,8.51,9.55,10.34
2334,GA,Wilcox _Co MSE4,MSE4,3.32,3.8,4.63,5.36,6.4,7.25,8.13,9.06,10.35,11.36
2335,GA,Wilkes _Co MSE5,MSE5,3.17,3.58,4.35,5.07,6.19,7.15,8.2,9.35,11.01,12.36
2336,GA,Wilkinson _Co MSE4,MSE4,3.23,3.68,4.45,5.11,6.08,6.85,7.66,8.51,9.68,10.6
2337,GA,Worth _Co MSE4,MSE4,3.43,3.96,4.85,5.62,6.71,7.58,8.48,9.42,10.7,11.7
295,HI,Big Island West 1,HI-1,2.93,3.71,4.78,5.63,6.81,7.74,8.71,,,
296,HI,Big Island West 2,HI-2,3.38,4.22,5.36,6.25,7.48,8.45,9.44,,,
297,HI,Big Island West 3,HI-3,3.52,4.38,5.53,6.44,7.69,8.67,9.67,,,
